k;n;cmp;swap
1;10;28;17
1;20;61;36
1;30;131;65
1;40;206;118
1;50;260;122
10;10;25;14
10;20;75;37
10;30;123;65
10;40;201;102
10;50;254;139
100;10;24;13
100;20;71;39
100;30;127;67
100;40;193;103
100;50;260;135
