k;n;cmp;swap
1;10;24;9
1;20;70;41
1;30;124;47
1;40;177;84
1;50;259;112
10;10;25;13
10;20;75;37
10;30;133;69
10;40;198;97
10;50;265;138
100;10;27;15
100;20;74;41
100;30;132;68
100;40;195;101
100;50;266;138
