0 ;
25 ; 48.4000
50 ; 75.8000
75 ; 92.8000
100 ; 119.2000
125 ; 148.4000
150 ; 202.4000
175 ; 225.4000
200 ; 249.4000
225 ; 294.2000
250 ; 301.4000
275 ; 354.2000
300 ; 466.4000
325 ; 456.2000
350 ; 536.8000
375 ; 544.6000
400 ; 620.8000
425 ; 680.4000
450 ; 670.4000
475 ; 720.4000
500 ; 799.6000
525 ; 832.8000
550 ; 798.6000
575 ; 916.0000
600 ; 999.2000
625 ; 1002.2000
650 ; 1201.6000
675 ; 1098.0000
700 ; 1068.4000
725 ; 1091.2000
750 ; 1186.2000
775 ; 1219.6000
800 ; 1380.4000
825 ; 1322.4000
850 ; 1333.0000
875 ; 1402.2000
900 ; 1501.6000
925 ; 1633.2000
950 ; 1595.6000
975 ; 1581.8000
1000 ; 1670.8000
1025 ; 1871.8000
1050 ; 1900.2000
1075 ; 2011.4000
1100 ; 1974.2000
1125 ; 1964.8000
1150 ; 2202.2000
1175 ; 2259.0000
1200 ; 2355.8000
1225 ; 2305.0000
1250 ; 2437.6000
1275 ; 2457.0000
1300 ; 2477.4000
1325 ; 2553.2000
1350 ; 2630.8000
1375 ; 2718.0000
1400 ; 2747.6000
1425 ; 2840.6000
1450 ; 2934.8000
1475 ; 2909.6000
1500 ; 2997.0000
1525 ; 3049.6000
1550 ; 3156.8000
1575 ; 3280.2000
1600 ; 3451.4000
1625 ; 3608.6000
1650 ; 3546.8000
1675 ; 3612.8000
1700 ; 3665.8000
1725 ; 3941.0000
1750 ; 4173.0000
1775 ; 3992.6000
1800 ; 4065.0000
1825 ; 4069.8000
1850 ; 4371.0000
1875 ; 4216.4000
1900 ; 4421.4000
1925 ; 4619.8000
1950 ; 4630.2000
1975 ; 4778.6000
2000 ; 5323.8000
2025 ; 5138.4000
2050 ; 5192.6000
2075 ; 5361.8000
2100 ; 5532.6000
2125 ; 5561.6000
2150 ; 5617.2000
2175 ; 5703.8000
2200 ; 6091.4000
2225 ; 6098.2000
2250 ; 6147.2000
2275 ; 6290.0000
2300 ; 6553.4000
2325 ; 6627.2000
2350 ; 6731.4000
2375 ; 6781.2000
2400 ; 6840.0000
2425 ; 7137.4000
2450 ; 7266.8000
2475 ; 7513.8000
2500 ; 7203.4000
2525 ; 7743.6000
2550 ; 7761.8000
2575 ; 7891.6000
