0 ; 30.8000
25 ; 74.8000
50 ; 105.8000
75 ; 184.8000
100 ; 219.4000
125 ; 248.8000
150 ; 291.6000
175 ; 329.2000
200 ; 396.2000
225 ; 393.0000
250 ; 487.0000
275 ; 551.4000
300 ; 536.4000
325 ; 566.4000
350 ; 573.6000
375 ; 606.8000
400 ; 653.2000
425 ; 643.4000
450 ; 707.4000
475 ; 789.2000
500 ; 841.2000
525 ; 857.6000
550 ; 1008.0000
575 ; 934.4000
600 ; 1096.2000
625 ; 1080.8000
650 ; 1105.6000
675 ; 1259.2000
700 ; 1340.0000
725 ; 1313.4000
750 ; 1255.4000
775 ; 1329.2000
800 ; 1592.0000
825 ; 1618.4000
850 ; 1583.2000
875 ; 1611.4000
900 ; 1639.8000
925 ; 1833.2000
950 ; 1934.6000
975 ; 1906.2000
1000 ; 2042.2000
1025 ; 1995.0000
1050 ; 2173.2000
1075 ; 2267.8000
1100 ; 2307.2000
1125 ; 2280.6000
1150 ; 2539.6000
1175 ; 2461.4000
1200 ; 2415.0000
1225 ; 2592.6000
1250 ; 2663.2000
1275 ; 2701.2000
1300 ; 2749.4000
1325 ; 2863.8000
1350 ; 2989.6000
1375 ; 3040.2000
1400 ; 3192.8000
1425 ; 3133.0000
1450 ; 3209.6000
1475 ; 3275.2000
1500 ; 3522.2000
1525 ; 3911.4000
1550 ; 3749.0000
1575 ; 3747.6000
1600 ; 3824.4000
1625 ; 4040.0000
1650 ; 4324.2000
1675 ; 3957.0000
1700 ; 4348.8000
1725 ; 4358.4000
1750 ; 4439.8000
1775 ; 4365.2000
1800 ; 4596.6000
1825 ; 4616.4000
1850 ; 4859.8000
1875 ; 5119.2000
1900 ; 5289.8000
1925 ; 5285.8000
1950 ; 5476.4000
1975 ; 5651.2000
2000 ; 5779.0000
2025 ; 5587.8000
2050 ; 5763.2000
2075 ; 5894.8000
2100 ; 6142.4000
2125 ; 6366.4000
2150 ; 6492.6000
2175 ; 6757.8000
2200 ; 6979.0000
2225 ; 6985.0000
2250 ; 6930.4000
2275 ; 7159.8000
2300 ; 7398.2000
2325 ; 7516.4000
2350 ; 7565.6000
2375 ; 7517.6000
2400 ; 7713.4000
2425 ; 7916.6000
2450 ; 8169.6000
2475 ; 7056.6000
2500 ; 6553.8000
2525 ; 6687.6000
2550 ; 6854.2000
