k;n;cmp;swap
1;10;26;11
1;20;51;23
1;30;110;42
1;40;197;75
1;50;228;101
10;10;22;9
10;20;69;26
10;30;133;40
10;40;216;73
10;50;277;101
100;10;23;8
100;20;73;24
100;30;132;45
100;40;201;71
100;50;276;95
