k;n;cmp;swap
1;10;22;28
1;20;65;74
1;30;111;146
1;40;171;187
1;50;228;243
10;10;23;25
10;20;67;72
10;30;112;120
10;40;169;184
10;50;225;237
100;10;22;25
100;20;65;71
100;30;114;123
100;40;174;185
100;50;225;239
